UF,MUN,COD_IBGE,num_mortes_prioridade,tipo,data_da_atualizacao,escolas_municipais_fechadas,Observações,escolas_estaduais_fechadas,Observações,universidades_fechadas,Observações,comercio_nao_essencial_fechado,Observações,espacos_publicos_fechados,Observações,transporte_publico_reduzido,Observações,igrejas_fechadas,Observações,eventos_de_grande_porte_cancelados,Observações,transporte_rodoviário_intermunicipal_cancelado,Observações,entrada_restrita_a_residentes,Observações,doentes_orientados_a_ficar_em_casa,Observações,distribuicao_merenda_escolar,Observações,restricao_horario_comercio,Observações,toque_de_recolher,Observações,circulacao_apenas_com_autorizacao,Observações,antecipacao_vacinacao,Observações,desinfeccao_cidade,Observações,distribuicao_cesta_basica,Observações,campanhas_publicas_para_ficar_em_casa,Observações,obrigatoriedade_uso_mascaras_espacos_publicos,Observações,limite_pessoas_por_aglomeracao,Observações,aplicacao_de_multa,Observações,Início de testagem,Observações,observação
SP,Americana,3501608,3,fonte,4/22/2020,http://www.americana.sp.gov.br/legislacao/decreto_12409_2020.html,,,,,,http://www.americana.sp.gov.br/legislacao/decreto_12412_2020.html e http://www.americana.sp.gov.br/legislacao/decreto_12427_2020.html,,http://www.americana.sp.gov.br/legislacao/decreto_12412_2020.html e http://www.americana.sp.gov.br/legislacao/decreto_12427_2020.html,,http://www.americana.sp.gov.br/legislacao/decreto_12412_2020.html e http://www.americana.sp.gov.br/legislacao/decreto_12427_2020.html,,"http://www.americana.sp.gov.br/legislacao/decreto_12409_2020.html , http://www.americana.sp.gov.br/legislacao/decreto_12412_2020.html e http://www.americana.sp.gov.br/legislacao/decreto_12427_2020.html",,"http://www.americana.sp.gov.br/legislacao/decreto_12409_2020.html , http://www.americana.sp.gov.br/legislacao/decreto_12412_2020.html e http://www.americana.sp.gov.br/legislacao/decreto_12427_2020.html",,,,,,,,https://liberal.com.br/cidades/americana/prefeitura-de-americana-distribui-350-cestas-basicas-para-alunos-da-rede-municipal-1181547/,,,,,,,,,,,,,,,,,,,,,,,,
SP,Diadema,3513801,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Diadema,3513801,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Diadema,3513801,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Embu das Artes,3515004,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Embu das Artes,3515004,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Embu das Artes,3515004,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Itapira,3522604,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Itapira,3522604,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Itapira,3522604,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Poá,3539806,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Poá,3539806,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Poá,3539806,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Presidente Venceslau,3541505,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Presidente Venceslau,3541505,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Presidente Venceslau,3541505,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Rio Claro,3543907,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Rio Claro,3543907,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Rio Claro,3543907,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,São José dos Campos,3549904,3,data_comeco,4/19/2020,3/23/2020,,NA,,NA,,3/23/2020,,3/23/2020,,3/24/2020,,3/23/2020,,3/18/2020,,NA,,NA,,3/18/2020,,3/23/2020,,3/23/2020,,NA,,NA,,3/23/3030,,3/23/2020,,3/23/2020,,3/10/2020,,4/24/2020,,NA,,3/23/2020,,,,"Variável de uso de máscara: recomendação sobre uso de máscara por toda a população, porém não é obrigatório. "
SP,São José dos Campos,3549904,3,data_fim,4/19/2020,NA,,NA,,NA,,4/27/2020,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,"Variável fechamento serviço não essencial: ISOLAMENTO SELETIVO -  alguns serviços não essenciais poderão solicitar autorização de funcionamento seletivo a partir de 27 de abril (comércio, shoppings, cabelereiros, restaurantes, ect)"
SP,São José dos Campos,3549904,3,fonte,4/19/2020,Decreto Municipal 18476 https://www.sjc.sp.gov.br/media/111700/d-18476.pdf,,NA,,NA,,Decreto Municipal 18.479 https://www.sjc.sp.gov.br/media/111987/d-18479-1.pdf e Decreto Municipal 18.506 http://servicos.sjc.sp.gov.br/governo/boletim/boletimPDF/20200417202703b5d64368-84ed-4780-b6a8-c2cb3d9d1696.pdf,,Decreto Municipal 18.479 https://www.sjc.sp.gov.br/media/111987/d-18479-1.pdf,,Notícia  https://www.sjc.sp.gov.br/noticias/2020/marco/24/operacao-do-transporte-tera-alteracao-a-partir-desta-quarta/,,Decreto Municipal 18.479 https://www.sjc.sp.gov.br/media/111987/d-18479-1.pdf,,Decreto Municipal 18476 https://www.sjc.sp.gov.br/media/111700/d-18476.pdf,,NA,,NA,,Decreto Municipal 18476 https://www.sjc.sp.gov.br/media/111700/d-18476.pdf,,Apresentação Medidas Slide 11 https://www.sjc.sp.gov.br/media/113957/apresentacao_felicio_final1-1-1.pdf,,Decreto Municipal 18.479 https://www.sjc.sp.gov.br/media/111987/d-18479-1.pdf,,NA,,NA,,Notícia http://www.sjc.sp.gov.br/noticias/2020/marco/23/idosos-comparecem-em-peso-ao-1%C2%AA-dia-da-vacina-contra-a-gripe/,,Apresentação Medidas Slide 11 https://www.sjc.sp.gov.br/media/113957/apresentacao_felicio_final1-1-1.pdf,,Apresentação Medidas Slide 11 https://www.sjc.sp.gov.br/media/113957/apresentacao_felicio_final1-1-1.pdf,,Apresentação Medidas Slide 11 https://www.sjc.sp.gov.br/media/113957/apresentacao_felicio_final1-1-1.pdf (criação da aba no site),,Notícia http://www.sjc.sp.gov.br/noticias/2020/abril/18/prefeitura-define-novas-medidas-combate-ao-novo-coronavirus-e-isolamento-seletivo/ Nota Técnica 01 https://www.sjc.sp.gov.br/media/113771/nota-tecnica-001.pdf,,NA,,Decreto Municipal 18.479 https://www.sjc.sp.gov.br/media/111987/d-18479-1.pdf,,,,"Variável limite aglomeração: decreto apenas recomenda que não haja aglomerações, porém não estabelece limite de pessoas. "
SP,Vargem Grande Paulista,3556453,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Vargem Grande Paulista,3556453,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,Vargem Grande Paulista,3556453,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Antônio Carlos,4201208,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Antônio Carlos,4201208,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Antônio Carlos,4201208,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,Florianópolis,4205407,3,data_comeco,4/24/2020,3/17/2020,,3/17/2020,,3/17/2020,,4/1/2020,,3/19/2020,,3/17/2020,,não encontrei a data que igrejas fecharam,,3/13/2020,,3/19/2020,,3/19/2020,,3/13/2020,,4/1/2020,,,,NA,,NA,,3/23/2020,,3/13/2020,,NA,,,,4/17/2020,,3/17/2020,,NA,,,,
SC,Florianópolis,4205407,3,data_fim,4/24/2020,,,,,,,4/20/2020,,4/24/2020,,,,04/20/2020,,,,,,,,,,,,,,NA,,NA,,,,,,NA,,,,,,,,NA,,,,
SC,Florianópolis,4205407,3,fonte,4/24/2020,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2135/21347/decreto-n-21347-2020-altera-o-decreto-n-21340-de-2020-que-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-da-infeccao-humana-pelo-novo-coronavirus-covid-19-e-da-outras-providencias,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2135/21347/decreto-n-21347-2020-altera-o-decreto-n-21340-de-2020-que-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-da-infeccao-humana-pelo-novo-coronavirus-covid-19-e-da-outras-providencias,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2135/21347/decreto-n-21347-2020-altera-o-decreto-n-21340-de-2020-que-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-da-infeccao-humana-pelo-novo-coronavirus-covid-19-e-da-outras-providencias,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2137/21368/decreto-n-21368-2020-prorroga-as-medidas-de-enfrentamento-ao-covid-19-e-da-outras-providencias,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2136/21357/decreto-n-21357-2020-proibe-o-acesso-a-orla-das-praias-proibe-o-trafego-de-veiculos-de-transporte-coletivo-e-turistico-de-pessoas-e-da-outras-providencias,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2135/21347/decreto-n-21347-2020-altera-o-decreto-n-21340-de-2020-que-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-da-infeccao-humana-pelo-novo-coronavirus-covid-19-e-da-outras-providencias; https://ndmais.com.br/noticias/sem-data-para-voltar-transporte-coletivo-da-capital-contabiliza-prejuizo-milionario/,,https://www.nsctotal.com.br/noticias/igrejas-e-templos-sao-autorizados-a-reabrir-em-sc-confira-as-regras-de-funcionamento,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2134/21340/decreto-n-21340-2020-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-da-infeccao-humana-pelo-novo-coronavirus-covid-19-e-da-outras-providencias,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2136/21357/decreto-n-21357-2020-proibe-o-acesso-a-orla-das-praias-proibe-o-trafego-de-veiculos-de-transporte-coletivo-e-turistico-de-pessoas-e-da-outras-providencias,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2136/21357/decreto-n-21357-2020-proibe-o-acesso-a-orla-das-praias-proibe-o-trafego-de-veiculos-de-transporte-coletivo-e-turistico-de-pessoas-e-da-outras-providencias,,,,https://ndmais.com.br/noticias/cartao-merenda-beneficia-2-757-estudantes-da-rede-municipal-de-ensino-de-florianopolis/,,,,NA,,NA,,https://ndmais.com.br/noticias/campanha-de-vacinacao-contra-a-gripe-e-antecipada-em-santa-catarina/,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2134/21340/decreto-n-21340-2020-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-da-infeccao-humana-pelo-novo-coronavirus-covid-19-e-da-outras-providencias,,NA,,,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2145/21444/decreto-n-21444-2020-prorroga-as-medidas-de-enfrentamento-ao-covid-19-altera-o-decreto-n-21340-de-2020-suspende-os-efeitos-do-decreto-n-12374-de-2013-e-da-outras-providencias,,https://leismunicipais.com.br/a/sc/f/florianopolis/decreto/2020/2135/21347/decreto-n-21347-2020-altera-o-decreto-n-21340-de-2020-que-dispoe-sobre-as-medidas-para-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-da-infeccao-humana-pelo-novo-coronavirus-covid-19-e-da-outras-providencias,,NA,,,,
RS,Passo Fundo,4314100,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,Passo Fundo,4314100,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,Passo Fundo,4314100,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Boa Vista,1400100,#N/A,data_comeco,4/20/2020,3/17/2020,,3/17/2020,,3/17/2020,,3/22/2020,,3/22/2020,,3/20/2020,,3/22/2020,,3/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Boa Vista,1400100,#N/A,data_fim,4/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR,Boa Vista,1400100,#N/A,fonte,4/20/2020,Decreto n033/E de 16/03/2020 fonte:https://www.boavista.rr.gov.br/diario-oficial,,http://www.transparencia.rr.gov.br/phocadownload/legislacao/decretos/Decreto_28.587E_16_03_2020_COVID19.pdf,,http://www.transparencia.rr.gov.br/phocadownload/legislacao/decretos/Decreto_28.587E_16_03_2020_COVID19.pdf,,Decreto N 38-E de 22/03/2020,,Decreto N 38-E de 22/03/2020,,https://g1.globo.com/rr/roraima/noticia/2020/03/20/prefeitura-reduz-em-50percent-a-frota-de-onibus-em-boa-vista-em-prevencao-ao-novo-coronavirus.ghtml,,Decreto N 38-E de 22/03/2020,,Decreto N 35-E de 20/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Parauapebas,1505536,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Parauapebas,1505536,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Parauapebas,1505536,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Santarém,1506807,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Santarém,1506807,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Santarém,1506807,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP,Santana,1600600,#N/A,data_comeco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP,Santana,1600600,#N/A,data_fim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP,Santana,1600600,#N/A,fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Imperatriz,2105302,2,data_comeco,6/1/2020,3/17/2020,,NA,,3/17/2020,,3/22/2020,"Seguindo determinadas regras contidas no decreto 60, o comércio voltou a funcionar no dia 28/05",3/22/2020,,NA,,3/22/2020,"As igrejas puderam voltar a funcionar, com capacidade de 30%, a partir do dia 27/05",3/17/2020,,NA,,NA,,NA,,4/2/2020,,4/15/2020,"algumas atividades essenciais se encontram restritas a funcionarem em alguns horarios, como lotericas",NA,,NA,,3/23/2020,,4/15/2020,,NA,,3/17/2020,,4/15/2020,,4/15/2020,,5/16/2020,,,,
MA,Imperatriz,2105302,2,data_fim,6/1/2020,6/15/2020,,NA,,NA,,5/27/2020,,6/15/2020,,NA,,5/26/2020,,6/15/2020,,NA,,NA,,NA,,NA,,6/15/2020,,NA,,NA,,5/22/2020,,6/15/2020,,NA,,5/26/2020,,6/15/2020,,6/15/2020,,6/15/2020,,,,"No dia 16/5/2020, prefeitura publicou decreto de numero 57 autorizando a reabertura parcial dos serviços não essenciais, inclusive Shoppings Centers : https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf A aplicação de multas para comércios que desrespeitarem as restrições"
MA,Imperatriz,2105302,2,fonte,6/1/2020,Decreto nº 19/2020  e Decreto nº 39/2020 e Decreto 57 - https://d2uzqu0gkpnx87.cloudfront.net/site/notify/ascom/decreto/Decreto_19_2020.pdf e http://www.imperatriz.ma.gov.br/pmi/comunicados/?groupnotify=decreto&pubdate_start=2020-03-10&pubdate_end=2020-04-17;  Decreto 57 https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/60_DECRETO_-_Codiv-19_-_de_26.05_-_flexibilizacao.pdf,,NA,,Decreto nº 19/2020  e Decreto nº 39/2020 e Decreto 57 https://d2uzqu0gkpnx87.cloudfront.net/site/notify/ascom/decreto/Decreto_19_2020.pdf e http://www.imperatriz.ma.gov.br/pmi/comunicados/?groupnotify=decreto&pubdate_start=2020-03-10&pubdate_end=2020-04-17; Decreto 57 https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf,,Decreto nº 23 e Decreto nº 39 e Decreto 57 - https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_com_altera%C3%A7%C3%A3o.pdf e http://www.imperatriz.ma.gov.br/pmi/comunicados/?groupnotify=decreto&pubdate_start=2020-03-10&pubdate_end=2020-04-17; Decreto 57 https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf; decreto 60 https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/60_DECRETO_-_Codiv-19_-_de_26.05_-_flexibilizacao.pdf,,Decreto nº 23 e Decreto nº 39  e Decreto 57- https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_com_altera%C3%A7%C3%A3o.pdf e http://www.imperatriz.ma.gov.br/pmi/comunicados/?groupnotify=decreto&pubdate_start=2020-03-10&pubdate_end=2020-04-17; Decreto 57 https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf,,NA,,Decreto nº 23 e Decreto nº 39 - https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_com_altera%C3%A7%C3%A3o.pdf e http://www.imperatriz.ma.gov.br/pmi/comunicados/?groupnotify=decreto&pubdate_start=2020-03-10&pubdate_end=2020-04-17; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/60_DECRETO_-_Codiv-19_-_de_26.05_-_flexibilizacao.pdf,,Decreto nº 19/2020  e Decreto nº 39/2020  e Decreto 57 - https://d2uzqu0gkpnx87.cloudfront.net/site/notify/ascom/decreto/Decreto_19_2020.pdf e http://www.imperatriz.ma.gov.br/pmi/comunicados/?groupnotify=decreto&pubdate_start=2020-03-10&pubdate_end=2020-04-17; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/60_DECRETO_-_Codiv-19_-_de_26.05_-_flexibilizacao.pdf;https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf,,NA,,NA,,NA,,Portaria nº 28/2020 SEMED - https://d2uzqu0gkpnx87.cloudfront.net/site/notify/semed/portaria/Portaria_n%C2%BA_027-2020_1.pdf e http://www.imperatriz.ma.gov.br/noticias/educacao/prefeitura-inicia-entrega-dos-kits-alimentacao.html,,Decreto nº 39/2020  e Decreto 57- https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_com_altera%C3%A7%C3%A3o.pdf e ; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/60_DECRETO_-_Codiv-19_-_de_26.05_-_flexibilizacao.pdf,,NA,,NA,,http://www.imperatriz.ma.gov.br/noticias/saude/secretaria-municipal-de-saude-inicia-vacinacao-contra-gripe-h1n1-na-segunda-feira.html,,Decreto nº 39/2020 e Decreto 57 - https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_com_altera%C3%A7%C3%A3o.pdf; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/60_DECRETO_-_Codiv-19_-_de_26.05_-_flexibilizacao.pdf,,NA,,http://www.imperatriz.ma.gov.br/noticias/saude/diversos-orgaos-e-instituicoes-publicas-paralisaram-temporariamente-atividades.html; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf,,Decreto nº 39/2020 e Decreto 57- https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_com_altera%C3%A7%C3%A3o.pdf; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/60_DECRETO_-_Codiv-19_-_de_26.05_-_flexibilizacao.pdf,,Decreto nº 39/2020  e Decreto 57- https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_com_altera%C3%A7%C3%A3o.pdf; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf; Decreto 60 https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/60_DECRETO_-_Codiv-19_-_de_26.05_-_flexibilizacao.pdf,,Decreto 57.  https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/DECRETO_-_Codiv-19_-_alteracoes_flexibilizacao_26.05_final.pdf; https://d2uzqu0gkpnx87.cloudfront.net/site/notify/gap/decreto/60_DECRETO_-_Codiv-19_-_de_26.05_-_flexibilizacao.pdf,,,,
MA,Paço do Lumiar,2107506,2,data_comeco,6/1/2020,3/19/2020,"Não foi publicado decreto pela prefeitura, logo aplica-se o do Estado. As aulas presenciais seguem suspensas mas as online iniciaram-se em 01/06",NA,,3/19/2020,,4/1/2020,"comércios familiarer podem abrir a partir do dia 25/5, por foça de decreto estadual. No entanto, o restante inicia uma abertura gradual a partir de 01/06",3/19/2020,"A partir de 01/06, de acordo com decreto estadual, iniciou-se a abertura gradual dos espaços publicos",5/5/2020,,4/1/2020,,3/19/2020,,5/5/2020,,5/5/2020,,3/19/2020,,NA,,NA,,NA,,5/5/2020,,3/23/2020,,5/12/2020,,NA,,3/19/2020,,5/5/2020,"Em todo o estado do maranhão, a utilização de mascaras é medida sanitária valida ao menos até o dia 15/06/2020",5/5/2020,,4/1/2020,"Até o dia 14/06/2020, vale no estado do maranhão as medidas sanitárias previstas no decreto estadual, inclusive com aplicação de multa",,,
MA,Paço do Lumiar,2107506,2,data_fim,6/1/2020,6/14/2020,,NA,,NA,,5/25/2020,,5/31/2020,,5/17/2020,,5/31/2020,,NA,,5/17/2020,,5/17/2020,,NA,,NA,,NA,,NA,,5/17/2020,,NA,,8/12/2020,,NA,,6/14/2020,,6/14/2020,,6/14/2020,,6/14/2020,,,,"O judiciário determinou lockdown em são luis e paço do Lumiar, a prefeitura editou o citado decreto nomeado nas fontes para se adequar ao Estado e determinação judicial"
